,type,etag,videoURL,publishedAt,channelURL,videoTitle,descriptionVideo,videoCoverURL,channelTitle,snippet.defaultLanguage,audioLanguage,duration
28,youtube video,sqK3DRB1x166anq1vd7YG71uPms,youtu.be/SzZ6GpcfoQY,2019-07-15T18:15:02Z,youtu.be/SzZ6GpcfoQY,"Calculating the Mean, Variance and Standard Deviation, Clearly Explained!!!","One of the most basic things we do all the time in Data Analysis (i.e. Statistics, Machine Learning or any other sort of number crunching type thing) is calculate the mean, variance and standard deviation. This StatQuest walks you through these tasks and help you avoid a very common pitfall that is all too easy to fall into.

NOTE: This StatQuest assumes are already familiar with...

...Histograms: https://youtu.be/qBigTkBLU6g
...Statistical Distributions: https://www.youtube.com/watch?v=oI3hZJqXJuc
...the Normal Distribution: https://youtu.be/rzFX5NWojp0
...and Population Parameters: https://youtu.be/vikkiwjQqfU

NOTE: For more details on why dividing by 'n' underestimates the population variance and why we square each term, check out the follow up StatQuest: https://youtu.be/sHRBg6BhKjI

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #statistics",https://i.ytimg.com/vi/SzZ6GpcfoQY/hqdefault.jpg,StatQuest with Josh Starmer,en,en,PT14M22S
29,youtube video,PAWszMZbXlfZcr7Fq7n-jtOhPtc,youtu.be/zxagGtF9MeU,2022-10-31T04:00:30Z,youtu.be/zxagGtF9MeU,Happy Halloween (Neural Networks Are Not Scary),"I hope everyone has a happy Halloween today! My hope is that even though Neural Networks are not scary, people will still dress up in Neural Network costumes today. BAM!!!

NOTE: This little ditty was original composed for Kate Strachnyi's channel, https://www.youtube.com/c/DATAcated , as part of her ""Data is not Scary"" promotion for the month of October.


For a complete index of all the StatQuest videos, check out...
https://app.learney.me/maps/StatQuest
...or...
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...
Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#StatQuest",https://i.ytimg.com/vi/zxagGtF9MeU/hqdefault.jpg,StatQuest with Josh Starmer,en,en,PT59S
30,youtube video,YEUHmcR2CKKq_nNK5ROnEcVVbko,youtu.be/CqOfi41LfDw,2020-08-31T04:00:03Z,youtu.be/CqOfi41LfDw,Neural Networks Pt. 1: Inside the Black Box,"Neural Networks are one of the most popular Machine Learning algorithms, but they are also one of the most poorly understood. Everyone says Neural Networks are ""black boxes"", but that's not true at all. In this video I break each piece down and show how it works, step-by-step, using simple mathematics that is still true to the algorithm. By the end of this video you will have a deep understanding of what Neural Networks do.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
2:01 A simple dataset and problem
3:37 Description of Neural Networks
7:54 Creating a squiggle from curved lines
15:25 Using the Neural Network to make a prediction
16:38 Some more Neural Network terminology

#StatQuest #NeuralNetworks",https://i.ytimg.com/vi/CqOfi41LfDw/hqdefault.jpg,StatQuest with Josh Starmer,en,en,PT18M54S
31,youtube video,isHmpnhREpyw6_4w3peb7GxraD4,youtu.be/wl1myxrtQHQ,2020-07-13T04:00:18Z,youtu.be/wl1myxrtQHQ,The Chain Rule,"The Chain Rule is a method for finding complex derivatives and is used all the time in Statistics and Machine Learning. This video breaks it down into its two simple pieces and shows you how they easily come together. We then use the Chain Rule to solve a common Machine Learning problem - optimizing the Residual Squared Loss Function.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
2:02 A super simple example
6:32 A slightly more complicated example
9:16 The Chain Rule when the relationship is not obvious
11:47 The Chain Rule for the Residual Sum of Squares

#StatQuest #TheChainRule",https://i.ytimg.com/vi/wl1myxrtQHQ/hqdefault.jpg,StatQuest with Josh Starmer,en,en,PT18M24S
32,youtube video,eoaWolU_MPu66xN8UhAS-AzGPBg,youtu.be/sDv4f4s2SB8,2019-02-05T16:15:01Z,youtu.be/sDv4f4s2SB8,"Gradient Descent, Step-by-Step","Gradient Descent is the workhorse behind most of Machine Learning. When you fit a machine learning method to a training dataset, you're probably using Gradient Descent. It can optimize parameters in a wide variety of settings. Since it's so fundamental to Machine Learning, I decided to make a ""step-by-step"" video that shows you exactly how it works.

NOTE: This video assumes you are already familiar with Least Squares and Linear Regression. If not, here's the link to the Quest: https://youtu.be/PaFPbb66DxQ

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

Sources:
There are a ton of websites that describe the math behind Gradient Descent. One of my favorite is the wikipedia article: https://en.wikipedia.org/wiki/Gradient_descent

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
1:25 Main ideas behind Gradient Descent
5:38 Gradient Descent optimization of a single variable, part 1
9:08 An important note about why we use Gradient Descent
9:40 Gradient Descent optimization of a single variable, part 2
14:48 Review of concepts covered so far
15:48 Gradient Descent optimization of two (or more) variables
21:55 A note about Loss Functions
22:13 Gradient Descent algorithm
23:06 Stochastic Gradient Descent

#statquest #gradient #descent #ML",https://i.ytimg.com/vi/sDv4f4s2SB8/hqdefault.jpg,StatQuest with Josh Starmer,en,en,PT23M54S
33,youtube video,CFuaQVm5IcMQ5BVgwy0bDR71AN0,youtu.be/IN2XmBhILt4,2020-10-19T04:00:02Z,youtu.be/IN2XmBhILt4,Neural Networks Pt. 2: Backpropagation Main Ideas,"Backpropagation is the method we use to optimize parameters in a Neural Network. The ideas behind backpropagation are quite simple, but there are tons of details. This StatQuest focuses on explaining the main ideas in a way that is easy to understand.

NOTE: This StatQuest assumes that you already know the main ideas behind...
Neural Networks: https://youtu.be/CqOfi41LfDw
The Chain Rule: https://youtu.be/wl1myxrtQHQ
Gradient Descent: https://youtu.be/sDv4f4s2SB8

LAST NOTE: When I was researching this 'Quest, I found this page by Sebastian Raschka to be helpful: https://sebastianraschka.com/faq/docs/backprop-arbitrary.html

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
3:55 Fitting the Neural Network to the data
6:04 The Sum of the Squared Residuals
7:23 Testing different values for a parameter
8:38 Using the Chain Rule to calculate a derivative
13:28 Using Gradient Descent
16:05 Summary

#StatQuest #NeuralNetworks #Backpropagation",https://i.ytimg.com/vi/IN2XmBhILt4/hqdefault.jpg,StatQuest with Josh Starmer,en,en,PT17M34S
34,youtube video,gvQDfJhKQGL6TJ01My-fkE3hHZ8,youtu.be/Z_oRxnSQ19U,2020-05-12T15:46:13Z,youtu.be/Z_oRxnSQ19U,How to Study Econometrics in an Easy Way | Explained by Dr Ganesh Kawadia on Thinking Tree,,https://i.ytimg.com/vi/Z_oRxnSQ19U/hqdefault.jpg,Thinking Tree,,en-IN,PT18M41S
35,youtube video,Ck-YlznVv8Jv2HYk6nL8Lp7HlWc,youtu.be/92wP5T6ouTM,2023-01-18T18:59:28Z,youtu.be/92wP5T6ouTM,The Letter B | Letters and Letter Sounds | Learn Phonics with Khan Academy Kids,"Learn the letter B with Ollo the Elephant from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other letters of the alphabet on our Letters and Letter Sounds playlist here: http://khan.co/KhanKids-Letters

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/92wP5T6ouTM/hqdefault.jpg,Khan Academy Kids,,en-US,PT24S
36,youtube video,dGLyJ0vxOoln9Ud7hQTKZ2LaW3A,youtu.be/0MF9QOCrddQ,2023-01-17T17:42:10Z,youtu.be/0MF9QOCrddQ,The Letter A | Letters and Letter Sounds | Learn Phonics with Khan Academy Kids,"Learn the letter A with Ollo the Elephant from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other letters of the alphabet on our Letters and Letter Sounds playlist here: http://khan.co/KhanKids-Letters

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/0MF9QOCrddQ/hqdefault.jpg,Khan Academy Kids,,en-US,PT29S
37,youtube video,tfqC-7WCQi5zjXN7cNn81fADIeQ,youtu.be/OChZeYlQTyo,2023-01-23T17:45:15Z,youtu.be/OChZeYlQTyo,The Letter C | Letters and Letter Sounds | Learn Phonics with Khan Academy Kids,"Learn the letter C with Ollo the Elephant from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other letters of the alphabet on our Letters and Letter Sounds playlist here: http://khan.co/KhanKids-Letters

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/OChZeYlQTyo/hqdefault.jpg,Khan Academy Kids,,en-US,PT31S
38,youtube video,U-Nl3pkIUWGLpepAi6R0vnNRuD4,youtu.be/ZS_Au46ub3Y,2023-01-25T18:22:35Z,youtu.be/ZS_Au46ub3Y,The Letter D | Letters and Letter Sounds | Learn Phonics with Khan Academy Kids,"Learn the letter D with Ollo the Elephant from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other letters of the alphabet on our Letters and Letter Sounds playlist here: http://khan.co/KhanKids-Letters

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/ZS_Au46ub3Y/hqdefault.jpg,Khan Academy Kids,,en-US,PT25S
